person_id,start_frame,end_frame,num_frames,total_dist_m,avg_instant_speed_m_s,max_speed_m_s,min_speed_m_s,total_time_s,avg_traj_speed_m_s
1,1,157,153,16.89583827056997,2.5481572590652215,14.777641296386715,0.07446776215846715,5.233815224063843,2.4832360550126045
2,1,461,389,67.6856446606747,4.014993830565021,101.1108867938702,0.009764943701716539,15.368081645181094,3.387923210606926
3,1,25,21,2.27462807194423,2.4993611440990433,17.255592346191406,0.22451593325688285,0.8334100675260897,2.0994633610431963
4,1,6,6,0.6874489724799817,2.643791066530423,8.684121645413912,0.2823810164745037,0.2000184162062615,2.6437910665304236
5,1,183,149,7.835445845063517,1.2134317628641178,23.1735112116887,0.003950585109683154,6.100561694290977,0.9879854244084895
32,53,237,185,34.412857056325564,4.292268845328206,261.22152475210333,0.009805449069692537,6.167234499693064,4.292268845328206
49,105,107,3,0.2481146892705821,1.9083988055204733,2.9427946530855627,0.8510949978461632,0.1000092081031307,1.9083988055204733
72,139,350,199,23.440589433812004,2.718024491561072,38.45200758713942,0.07007242968449222,7.067317372621241,2.551353178399308
91,159,237,45,4.000633966003832,2.051418265343731,19.042116311880257,0.056691731397922156,2.633575813382443,1.1685293916514925
92,160,285,126,8.124465966022216,1.487860425951935,7.149753570556641,0.05271986126899715,4.200386740331492,1.4878604259519355
140,190,197,8,0.5702596759097279,1.644828376861719,2.983347269204947,0.18376767635345453,0.2666912216083487,1.644828376861719
151,198,415,167,33.63595561260571,4.647562229059523,108.7011249248798,0.07850954165825477,7.267335788827502,3.5602884965731203
182,218,341,124,17.506059610637386,3.257651572524762,31.244588998647835,0.05616053365744077,4.133713934929405,3.257651572524762
193,230,231,2,0.2745457865798159,3.167544328249418,5.482027714069073,0.8530609424297626,0.0666728054020871,3.167544328249418
200,261,269,2,1.1920538141743546,13.753200677724985,23.126412905179535,4.3799884502704325,0.3000276243093923,3.0562668172722183
234,261,278,18,2.5903131094384664,3.3206084778166227,15.072125654954176,0.3161387260143573,0.6000552486187846,3.3206084778166227
242,268,387,120,5.705317156445796,1.0970753564093356,6.396578275240384,0.06306262543568238,4.000368324125231,1.0970753564093356
244,269,311,43,7.187334686177797,3.856890660065871,21.818513136643627,0.810401256267841,1.4334653161448745,3.856890660065871
261,276,323,32,3.601066615797758,2.596683934904062,9.885512131911058,0.10029439742748554,1.600147329650092,1.7311226232693746
283,292,302,11,1.089257196501181,2.2849445576434366,6.011750881488506,0.8677594478313737,0.3667004297114795,2.2849445576434366
296,304,313,10,0.1967588158943413,0.45401699955646807,0.822083674944364,0.13675517760790307,0.3333640270104359,0.45401699955646807
309,319,464,115,5.312048765801058,1.0658648171054081,38.28485342172476,0.004417234315321923,4.867114794352363,0.8395510545693282
312,320,323,4,0.5038025538787072,2.9062855816804443,10.786512815035307,0.2171081304550171,0.1333456108041743,2.9062855816804443
335,332,335,4,0.6102349485640807,3.520262092351914,8.158660301795372,0.46049837882702166,0.1333456108041743,3.520262092351914
346,345,476,112,7.42569838611703,1.5298793989919373,29.730224609375,0.17863375636247483,4.4004051565377535,1.2980794900537647
369,387,614,219,11.174482723387946,1.1773923983385908,8.285074967604416,0.05685752974106715,7.600699815837938,1.130916382614699
372,390,390,1,0.0116055455206544,0.2677956223487854,0.2677956223487854,0.2677956223487854,0.0333364027010435,0.2677956223487854
387,423,423,1,0.1046579003692624,2.41495994421152,2.41495994421152,2.41495994421152,0.0333364027010435,2.41495994421152
398,427,640,214,19.101636062592515,2.0596560739960967,27.69495157095102,0.025503549438256463,7.133990178023328,2.0596560739960967
423,457,557,67,4.842417463108273,1.6677284532843581,16.916122436523438,0.0027714096582852304,3.3669766728054022,1.10631491455497
438,474,479,6,0.4720385174670052,1.8153655987519484,3.6468421495877776,1.0895576843848596,0.2000184162062615,1.8153655987519484
444,481,488,8,0.4825113532229791,1.3917315206848655,3.576363783616286,0.30882021555533773,0.2666912216083487,1.3917315206848655
505,554,556,3,0.1764139598827555,1.3569055153773382,2.433338898878831,0.7944639829488901,0.1000092081031307,1.3569055153773382
511,563,601,37,1.172614230928363,0.7312928889868412,2.103124765249399,0.14147390539829546,1.3001197053407,0.6937906895516187
521,579,584,3,0.162620459194378,1.2508114331807845,2.4179271551278925,0.2316445112228393,0.2000184162062615,0.6254057165903922
522,579,586,8,0.2567268886657556,0.7404901475932163,4.04671155489408,0.011693974240468077,0.2666912216083487,0.7404901475932163
525,594,595,2,0.146305366416077,1.6879834120090191,2.0864138236412635,1.2895530003767746,0.0666728054020871,1.6879834120090191
534,604,619,9,0.4727984294324583,1.2121920453177557,3.851651778587928,0.3889294771047739,0.5333824432166974,0.6818580254912378
542,610,960,322,4.521235637768317,0.3239956538026509,9.875677548922026,0.00514076127169223,11.7010773480663,0.2972267821209504
547,614,633,20,2.9398883873816097,3.3918665819443192,9.50351935166579,0.31671879383233875,0.6667280540208718,3.3918665819443183
572,630,637,8,1.5274262575857327,4.405631606395428,9.791491581843449,0.9834613249852107,0.2666912216083487,4.405631606395428
592,643,643,1,0.1425403705310646,3.289090303274301,3.289090303274301,3.289090303274301,0.0333364027010435,3.289090303274302
669,726,727,2,0.063208051849136,0.7292565244894761,0.9574671892019418,0.5010458597770104,0.0666728054020871,0.7292565244894761
687,753,808,56,0.3692967913814085,0.15216873184736854,0.5260263498012836,0.006147837266325922,1.866838551258441,0.15216873184736854
790,958,960,3,0.0750330774095927,0.5771243763275635,0.927060659115131,0.07079694133538461,0.1000092081031307,0.5771243763275634
793,961,975,13,2.350271744393293,4.171695885573618,15.080195206862228,0.7807342822735126,0.5000460405156538,3.6154697674971357
800,964,1055,67,17.96220116216088,6.186181631379778,54.96832040640024,0.13735208373803354,3.06694904849601,4.5051540141570126
814,991,1405,374,19.28523812995069,1.1898475414749614,25.159460214468147,0.007753455295012538,13.83460712093309,1.0722963385822544
816,1004,1016,13,2.0330329479128038,3.608601943275632,10.621472872220554,0.2913591036429771,0.4333732351135666,3.608601943275633
820,1008,1079,72,2.747980374192076,0.880681846353512,7.001645748431866,0.0038322559199653844,2.4002209944751383,0.880681846353512
833,1031,1047,17,0.6218951655184294,0.8441238543566535,4.059008818406325,0.14134979018798238,0.566718845917741,0.8441238543566535
846,1094,1393,258,14.457731979419211,1.2930591072560635,6.5391364464393025,0.025825640903069384,10.000920810313076,1.1120308322402146
853,1113,1172,60,2.73544158032698,1.0519960466294718,14.861486875093899,0.038380152904070305,2.0001841620626157,1.0519960466294715
875,1160,1185,26,3.5547271638869224,3.154792784983237,12.47600115262545,0.01257158815860746,0.8667464702271332,3.154792784983237
911,1235,1271,37,2.6176230384451964,1.6324628028329347,7.833047279944788,0.13649226381228516,1.2334468999386128,1.6324628028329342
1005,1439,1461,23,4.77516152815979,4.790690836300419,16.410098442664513,0.7085693341035109,0.7667372621240025,4.790690836300419
1037,1460,1484,25,2.799539146257863,2.5839520481916574,6.2392718975360575,0.28085697155732375,0.8334100675260897,2.583952048191657
1049,1476,1940,436,5.808472365302147,0.307406716536068,5.579186586233285,0.008697155146644615,15.501427255985268,0.288235114859625
1097,1552,1640,73,2.4614490922096035,0.7780471423521119,4.8909513766948995,0.019689143563692384,2.9669398403928797,0.638173498783193
1102,1602,1621,20,0.2834529919915034,0.3270310312509537,1.1965446288769062,0.025442191041432846,0.6667280540208718,0.3270310312509537
1113,1645,1675,26,5.649741101723423,5.014101404410142,27.126852182241585,1.0713391120617206,1.0334284837323513,4.205375371440764
1121,1667,1769,37,12.06127335152546,7.521931084798427,111.96932279146634,0.3535181054702171,3.4336494782074896,2.702052913956717
1244,1804,1976,142,4.390507028037288,0.7134511564754329,15.970912346473106,0.11018719810705915,5.7671976672805405,0.5856073076272339
1268,1836,1859,24,2.7540541378003898,2.6478851586580276,5.892919026888333,0.18929151388315055,0.800073664825046,2.6478851586580276
1269,1837,1865,29,4.06113965679214,3.231378570791897,12.016854652991661,0.6134334435829749,0.966755678330264,3.231378570791897
